V0,V1,V10,V12,V15,V16,V18,V20,V23,V24,V25,V26,V28,V29,V3,V30,V31,V32,V33,V34,V36,V37,V4,V6,V7,V8,target,type
0.16899999999999998,-0.114,1.256,0.784,1.246,-0.795,-0.111,1.038,1.345,-0.46799999999999997,-0.778,0.396,-0.45299999999999996,1.3659999999999999,-0.037000000000000005,-0.10400000000000001,0.24600000000000002,-0.289,0.419,1.3969999999999998,-0.11699999999999999,1.6840000000000002,0.904,-1.365,-1.422,0.377,0.608,train
-1.815,-2.448,1.291,-1.4269999999999998,1.319,-1.6119999999999999,0.43700000000000006,-0.33299999999999996,1.324,-1.3159999999999998,-1.162,1.067,-0.455,1.7930000000000001,-0.217,-0.8029999999999999,-2.001,-0.5529999999999999,0.419,1.3969999999999998,2.406,1.4509999999999998,-0.8809999999999999,-1.464,-1.227,-2.194,-1.798,train
-0.835,-1.129,0.34600000000000003,0.11599999999999999,1.5390000000000001,-1.3530000000000002,0.42700000000000005,-1.1,1.3259999999999998,-1.3159999999999998,-1.3430000000000002,1.222,-0.449,1.9340000000000002,-0.073,-0.531,-0.892,-0.006999999999999999,0.419,1.3969999999999998,-0.337,1.96,-0.506,-1.3719999999999999,-1.212,-0.621,-1.065,train
-0.625,-0.9059999999999999,-1.868,0.252,1.7080000000000002,-1.7,1.5290000000000001,-1.344,1.325,-1.32,-1.462,1.2919999999999998,-0.45899999999999996,2.124,-0.376,-0.574,-1.39,0.324,2.7319999999999998,1.965,-1.3769999999999998,0.9590000000000001,0.573,-1.3840000000000001,-1.167,-1.002,0.085,train
-0.052000000000000005,-0.32299999999999995,-1.686,0.594,1.7080000000000002,-1.47,0.428,-1.187,1.329,-1.3219999999999998,-1.4409999999999998,0.589,2.123,2.124,-0.589,-0.547,-0.902,-0.20800000000000002,1.68,1.3969999999999998,-1.66,1.187,0.966,-1.3459999999999999,-1.121,-0.679,-0.264,train
0.812,1.05,-0.645,1.109,1.857,-1.077,0.42,-0.9790000000000001,1.329,-1.3219999999999998,-1.321,0.222,-0.461,2.03,-0.49700000000000005,-0.611,0.272,-0.002,1.05,1.3969999999999998,-1.46,0.8009999999999999,1.3019999999999998,-1.227,-1.121,0.6920000000000001,1.105,train
-0.008,0.043,0.09699999999999999,0.418,1.864,-1.101,0.41700000000000004,-1.4280000000000002,1.331,-1.321,-1.286,0.675,-0.455,1.9969999999999999,-0.52,-0.659,-0.465,-0.47100000000000003,0.419,1.3969999999999998,0.551,0.915,0.326,-1.209,-1.024,-0.735,0.257,train
0.161,0.121,0.601,0.632,1.886,-0.8270000000000001,0.42200000000000004,-1.429,1.3319999999999999,-1.321,-1.251,0.313,-0.461,1.88,-0.545,-0.639,0.156,-0.555,0.419,1.3969999999999998,0.302,1.3030000000000002,0.81,-1.149,-1.002,-0.134,0.032,train
0.809,1.095,0.449,1.169,1.72,-0.622,0.423,-1.2229999999999999,1.3330000000000002,-1.3219999999999998,-1.102,1.1,-0.447,1.8259999999999998,-0.501,-0.662,0.728,-0.39399999999999996,0.419,1.3969999999999998,-0.381,0.754,1.112,-1.079,-0.935,0.7959999999999999,0.8759999999999999,train
1.03,1.163,-0.263,1.055,1.72,-0.505,0.439,-0.71,1.3319999999999999,-1.3219999999999998,-0.753,0.053,-0.45899999999999996,1.5859999999999999,-0.369,-0.415,0.677,0.5820000000000001,0.419,1.3969999999999998,-0.166,-0.07200000000000001,1.03,-0.9390000000000001,-0.805,0.813,0.439,train
1.1909999999999998,1.0170000000000001,-0.484,0.9470000000000001,1.435,-0.284,0.43799999999999994,-0.523,1.33,-1.3219999999999998,-0.48700000000000004,0.75,1.29,1.402,-0.225,-0.355,0.649,0.7170000000000001,0.419,1.3969999999999998,-0.247,-0.10800000000000001,1.085,-0.88,-0.805,0.8320000000000001,0.575,train
0.878,0.997,0.34600000000000003,1.22,1.416,0.069,0.436,0.153,1.34,-1.3219999999999998,-0.17600000000000002,1.159,-0.461,1.361,-0.303,-0.455,1.172,-0.281,0.419,1.3969999999999998,0.057999999999999996,0.382,1.077,-0.735,-0.6709999999999999,0.919,0.505,train
0.45299999999999996,0.466,0.6,0.995,1.359,0.136,0.42100000000000004,0.162,1.327,-1.3219999999999998,-0.006,1.2819999999999998,-0.45799999999999996,1.46,-0.114,-0.655,1.097,-0.267,0.419,1.3969999999999998,0.517,0.9520000000000001,1.105,-0.606,-0.633,0.5589999999999999,0.196,train
0.726,0.9890000000000001,0.198,1.619,1.315,0.125,0.428,0.40299999999999997,1.3430000000000002,-1.3219999999999998,-0.153,1.165,-0.456,1.46,0.287,-0.55,1.023,-0.215,0.419,1.3969999999999998,0.228,0.624,1.713,-0.546,-0.518,0.7559999999999999,1.111,train
0.223,0.057,0.534,0.596,1.315,-0.069,0.424,-0.102,1.3430000000000002,-1.3219999999999998,-0.327,1.48,-0.45799999999999996,1.527,-0.043,-0.6729999999999999,0.5,1.228,0.419,1.3969999999999998,1.3730000000000002,0.929,1.062,-0.545,-0.40299999999999997,0.009000000000000001,0.078,train
0.7070000000000001,0.618,-0.08,1.3319999999999999,1.3430000000000002,0.06,0.442,-0.08199999999999999,1.329,-1.3219999999999998,-0.34299999999999997,0.988,-0.45799999999999996,1.52,0.11199999999999999,-0.38799999999999996,1.091,0.25,0.419,1.3969999999999998,-0.171,0.904,1.2770000000000001,-0.508,-0.40299999999999997,0.866,0.34700000000000003,train
1.26,0.9890000000000001,-0.287,1.194,1.3159999999999998,0.217,0.442,0.364,1.319,-1.3219999999999998,-0.24100000000000002,1.126,-0.452,1.442,0.114,-0.428,1.023,-0.37200000000000005,0.419,1.3969999999999998,-0.20600000000000002,-0.5720000000000001,1.1159999999999999,-0.48200000000000004,-0.364,1.102,1.036,train
0.958,0.649,0.449,0.508,1.06,0.861,0.43799999999999994,0.624,1.318,-0.735,0.11199999999999999,0.963,2.141,0.18100000000000002,0.214,-0.502,0.64,0.282,0.419,1.3969999999999998,0.179,-1.3319999999999999,0.6579999999999999,-0.268,-0.335,0.49200000000000005,1.107,train
-0.782,-0.644,2.426,0.005,0.705,0.59,-3.573,-0.435,-5.534,0.8959999999999999,0.217,2.145,2.141,-0.682,0.13,-4.477,-0.006999999999999999,-4.0489999999999995,0.419,1.3969999999999998,1.9780000000000002,2.003,-0.275,-0.324,-0.245,0.17800000000000002,-1.0959999999999999,train
-1.57,-2.005,-2.5,-0.47700000000000004,1.381,-2.9560000000000004,0.441,-1.453,1.321,-1.138,-0.6890000000000001,0.046,-0.457,0.821,-0.7559999999999999,-0.311,-2.845,0.304,0.419,1.3969999999999998,-2.595,0.992,-1.022,-2.61,-1.5630000000000002,-1.454,-1.892,train
-0.8029999999999999,-0.889,-2.5269999999999997,-0.998,0.586,-2.6510000000000002,0.42100000000000004,-0.87,1.328,0.083,-0.515,-0.23199999999999998,-0.45799999999999996,0.024,-1.028,-0.637,-1.973,0.155,0.419,1.3969999999999998,-2.597,-0.598,-1.124,-2.346,-1.561,-0.899,-1.536,train
-1.64,-0.943,-1.6880000000000002,-2.093,0.321,-2.388,0.43799999999999994,-0.205,1.325,0.792,-0.076,0.198,-0.456,-1.886,-0.799,-0.419,-1.1420000000000001,-0.012,0.419,1.3969999999999998,-1.9040000000000001,-0.728,-2.157,-1.8980000000000001,-1.534,-0.315,-1.841,train
-2.376,-1.0170000000000001,-1.992,-2.8680000000000003,-1.171,-0.617,1.091,0.37799999999999995,1.339,1.016,0.9129999999999999,-0.45,-0.46,-2.102,-0.754,0.34,-0.185,0.43,0.419,1.3969999999999998,-1.722,0.439,-2.8560000000000003,-1.5419999999999998,-1.212,-0.244,-2.129,train
-1.5390000000000001,-1.238,-0.89,-1.546,-1.6780000000000002,-0.455,0.649,0.924,1.348,1.033,1.511,-0.8909999999999999,-0.45799999999999996,-1.839,-0.556,-0.092,-0.344,0.623,1.786,2.016,-1.071,1.439,-1.284,-1.425,-1.212,-0.956,-1.974,train
-0.821,-1.088,0.345,-0.99,-1.635,-0.89,1.579,1.17,1.347,1.218,1.474,0.14800000000000002,-0.45799999999999996,-0.706,-0.42,0.10800000000000001,-0.838,0.253,2.311,2.635,0.525,0.982,-0.556,-1.455,-1.021,-0.804,-0.9159999999999999,train
-0.997,-1.515,-0.5710000000000001,-0.895,-0.924,-1.12,0.442,1.329,1.306,0.792,1.085,0.41,-0.45399999999999996,-0.706,-0.431,-0.47100000000000003,-1.092,0.299,2.259,2.274,0.19899999999999998,1.203,-0.28800000000000003,-1.538,-1.013,-1.2429999999999999,-1.9340000000000002,train
0.245,0.42,-2.226,-0.09699999999999999,-0.52,-0.5489999999999999,0.447,1.365,1.3230000000000002,0.7929999999999999,0.5329999999999999,1.6880000000000002,0.38799999999999996,-0.08,1.012,-0.883,-0.41700000000000004,-1.1340000000000001,1.68,0.779,-2.559,-0.166,0.228,-1.3630000000000002,-1.0070000000000001,0.161,1.232,train
-1.911,-1.805,1.163,-0.9620000000000001,-0.39799999999999996,-0.64,2.5860000000000003,-0.294,1.347,0.7929999999999999,-0.085,1.514,-0.452,0.08900000000000001,1.18,-0.696,-0.8759999999999999,-0.763,2.311,2.016,0.457,1.819,-0.85,-1.208,-0.879,-1.219,-0.879,train
-2.805,-3.682,-0.163,-2.129,-0.154,-1.2770000000000001,0.425,-1.5430000000000001,1.3330000000000002,0.23399999999999999,-0.605,0.8370000000000001,-0.45399999999999996,0.597,-0.307,-0.5489999999999999,-2.569,-0.38299999999999995,2.311,2.635,0.7340000000000001,2.0909999999999997,-1.865,-1.238,-0.879,-3.0789999999999997,-2.225,train
-1.857,-2.3409999999999997,-1.25,-1.253,0.765,-1.479,0.447,-1.607,1.334,-0.024,-0.965,0.64,-0.455,1.4040000000000001,-1.045,-0.365,-2.002,0.995,1.838,2.222,-1.219,1.956,-0.713,-1.2830000000000001,-0.825,-1.8519999999999999,-2.345,train
0.03,0.06,-2.224,0.46799999999999997,0.9009999999999999,-1.4069999999999998,0.42200000000000004,-0.5710000000000001,1.339,-1.3159999999999998,-1.038,0.037000000000000005,-0.451,1.69,-1.002,-0.561,-0.623,-0.059000000000000004,0.419,1.3969999999999998,-2.515,0.353,0.6659999999999999,-1.2229999999999999,-0.8240000000000001,0.172,0.17600000000000002,train
0.94,1.109,0.11,0.894,1.311,-0.907,0.439,0.04,1.3430000000000002,-1.315,-0.878,1.1159999999999999,-0.45299999999999996,1.665,-0.935,-0.282,0.247,-0.4,0.419,1.3969999999999998,-0.034,0.179,0.91,-1.1520000000000001,-0.823,0.591,0.66,train
-0.9890000000000001,-1.507,1.8880000000000001,-0.272,1.7280000000000002,-0.6920000000000001,0.836,-1.063,1.33,-1.32,-0.855,1.368,-0.449,2.028,-0.975,-0.53,-0.204,-1.072,0.419,1.3969999999999998,2.064,1.871,0.162,-1.069,-0.7290000000000001,-1.043,-1.308,train
-1.499,-2.062,-0.685,-0.024,1.7280000000000002,-1.068,3.443,-1.5419999999999998,1.3430000000000002,-1.3219999999999998,-0.882,1.465,-0.446,2.403,-0.894,-0.941,-1.492,-1.157,3.573,3.2539999999999996,0.415,1.604,0.174,-1.078,-0.7290000000000001,-1.8419999999999999,-1.422,train
-3.0260000000000002,-3.179,-0.625,-1.919,2.178,-1.5319999999999998,2.074,-2.377,1.3430000000000002,-1.32,-0.992,1.238,-0.449,2.403,-1.189,-0.14300000000000002,-2.392,-0.792,3.783,3.2539999999999996,-0.33799999999999997,2.755,-1.6680000000000001,-1.149,-0.6779999999999999,-2.556,-2.957,train
-1.475,-2.1630000000000003,-2.5810000000000004,-0.48100000000000004,2.397,-2.734,0.44299999999999995,-1.405,1.3230000000000002,-1.3219999999999998,-1.12,0.7909999999999999,-0.452,2.545,-1.909,-0.35600000000000004,-2.5669999999999997,1.047,2.311,2.635,-2.551,1.3769999999999998,0.509,-1.5959999999999999,-1.022,-2.137,-1.653,train
0.055,-0.027999999999999997,-2.463,0.5670000000000001,2.27,-2.395,0.423,-0.645,1.338,-1.319,-1.0270000000000001,1.0290000000000001,-0.45399999999999996,2.294,-1.817,-0.632,-1.107,-0.542,0.419,1.3969999999999998,-2.521,0.988,0.966,-1.5819999999999999,-1.022,-0.643,-0.46,train
-0.054000000000000006,-0.024,-1.207,0.611,1.825,-1.385,0.41700000000000004,-0.239,1.3359999999999999,-1.3219999999999998,-0.9309999999999999,0.696,-0.449,1.896,-1.77,-0.611,-0.08,-0.223,0.419,1.3969999999999998,-1.88,1.35,0.5770000000000001,-1.4480000000000002,-1.05,0.015,-0.604,train
0.59,0.6759999999999999,-0.45299999999999996,0.795,1.825,-1.232,0.43,0.489,1.3359999999999999,-1.3219999999999998,-0.821,1.207,-0.44799999999999995,1.631,-1.685,-0.504,0.033,-0.017,0.419,1.3969999999999998,-0.5579999999999999,0.018000000000000002,0.745,-1.311,-0.976,0.073,0.285,train
-0.212,-0.125,2.15,1.306,1.507,-0.813,0.44299999999999995,0.7909999999999999,1.337,-1.3219999999999998,-0.66,1.882,-0.047,1.381,-1.599,-0.316,0.11800000000000001,1.939,0.419,1.3969999999999998,1.186,1.385,0.898,-1.099,-0.9390000000000001,-0.083,-0.6709999999999999,train
-0.946,-1.064,-2.55,-0.13699999999999998,1.2930000000000001,-1.646,0.426,1.965,1.3330000000000002,-1.3219999999999998,-0.34,1.422,1.2930000000000001,1.396,0.04,-0.5529999999999999,-1.581,-0.242,0.419,1.004,-1.609,0.9129999999999999,-0.298,-1.214,-0.7829999999999999,-1.35,-1.692,train
-0.8170000000000001,-1.32,-2.128,0.54,1.15,-1.409,0.44799999999999995,1.054,1.334,-1.321,-0.172,1.335,1.2890000000000001,1.396,0.249,-0.255,-1.1420000000000001,0.486,0.419,0.769,-2.272,1.5030000000000001,0.7170000000000001,-1.162,-0.835,-1.172,-0.653,train
-0.725,-0.875,-2.012,0.16899999999999998,1.15,-1.48,0.435,0.531,1.328,-1.315,-0.5770000000000001,0.8420000000000001,1.288,1.155,-0.001,-0.063,-1.3219999999999998,0.064,0.419,0.723,-1.8359999999999999,1.012,0.28600000000000003,-1.157,-0.8320000000000001,-1.24,0.128,train
0.297,0.364,0.158,0.747,0.743,-1.127,0.45,0.268,1.013,-1.3219999999999998,-1.062,0.853,1.2830000000000001,0.6990000000000001,-0.17600000000000002,-0.331,-0.07400000000000001,0.9109999999999999,0.419,0.835,-0.621,0.6679999999999999,0.7190000000000001,-1.048,-0.831,0.064,1.034,train
-0.038,0.129,0.934,0.539,0.615,-1.127,0.446,-0.096,0.883,-1.318,-1.22,0.18600000000000003,-0.456,0.425,-0.27,-0.205,-0.32799999999999996,0.075,0.419,0.835,0.948,0.639,0.272,-0.904,-0.74,-0.511,0.613,train
0.531,0.8590000000000001,0.511,0.607,0.231,-0.907,0.433,-0.24,0.8740000000000001,-1.318,-1.224,1.121,-0.455,-0.10800000000000001,-0.33899999999999997,-0.46,-0.263,-0.608,0.419,0.835,0.679,-0.318,0.32799999999999996,-0.868,-0.74,-0.023,0.929,train
-0.405,-0.449,0.871,0.466,-0.217,-0.552,0.44299999999999995,-1.285,0.888,-1.318,-0.955,0.146,-0.45399999999999996,-0.13,-0.633,-0.281,0.35600000000000004,1.1540000000000001,0.419,0.835,0.975,1.3430000000000002,0.462,-0.7609999999999999,-0.6629999999999999,-0.19899999999999998,-0.081,train
0.079,0.142,-0.675,0.7390000000000001,-0.172,-0.857,0.618,-1.166,0.88,-1.318,-0.963,1.0,-0.456,-0.075,-1.325,-0.301,-0.16899999999999998,0.316,0.534,1.004,0.635,0.225,0.9359999999999999,-0.873,-0.645,-0.951,-0.483,train
0.5710000000000001,0.579,-0.659,1.146,0.055999999999999994,-0.495,0.612,-0.491,0.882,-1.318,-0.626,1.151,-0.456,0.531,-1.216,0.004,0.5429999999999999,0.111,0.534,1.004,-0.758,0.6990000000000001,1.3519999999999999,-0.855,-0.636,0.44299999999999995,-0.262,train
1.113,1.125,-0.5489999999999999,1.2790000000000001,0.6609999999999999,-0.373,0.612,0.151,0.87,-1.318,-0.325,1.0859999999999999,-0.45,1.1179999999999999,-0.946,0.064,1.055,0.851,0.648,1.06,-0.655,0.537,1.6269999999999998,-0.818,-0.5870000000000001,0.912,0.154,train
1.4080000000000001,1.5230000000000001,0.22699999999999998,1.412,0.6609999999999999,-0.031,0.62,1.109,0.878,-1.3219999999999998,-0.038,1.694,-0.45299999999999996,1.1179999999999999,-0.674,-0.447,1.412,-0.45299999999999996,0.648,1.06,-0.204,0.129,1.6030000000000002,-0.7240000000000001,-0.5870000000000001,1.53,0.642,train
-0.16399999999999998,-0.473,0.621,1.205,1.214,0.11800000000000001,0.63,1.101,0.883,-1.3219999999999998,0.15,1.5819999999999999,-0.451,1.6840000000000002,-0.461,-0.22699999999999998,0.652,1.395,0.648,1.06,1.381,1.495,1.661,-0.722,-0.478,0.13699999999999998,-1.1840000000000002,train
0.893,1.198,-0.474,1.396,1.27,-0.235,0.632,2.036,0.88,-1.3219999999999998,0.18899999999999997,1.444,-0.452,1.754,-0.09300000000000001,-0.23,0.615,-0.158,0.648,1.06,-0.7509999999999999,0.261,1.839,-0.757,-0.45799999999999996,0.9329999999999999,0.294,train
0.932,0.956,-0.193,1.416,1.5490000000000002,-0.048,0.626,1.9380000000000002,0.894,-1.3219999999999998,0.18,1.745,-0.451,1.736,1.062,-0.14,1.181,-0.354,0.648,1.06,-0.7390000000000001,0.445,1.515,-0.7140000000000001,-0.44799999999999995,1.003,1.194,train
0.578,0.774,0.455,1.131,1.4669999999999999,0.032,0.609,1.482,0.893,-1.321,-0.086,1.8730000000000002,-0.452,1.578,0.8320000000000001,-0.544,0.753,-0.669,0.648,1.06,0.268,0.025,0.83,-0.638,-0.39399999999999996,0.563,1.151,train
-0.6809999999999999,-0.305,1.6880000000000002,0.325,1.4669999999999999,0.045,0.632,0.187,0.879,-1.3219999999999998,-0.273,1.9280000000000002,2.137,0.5770000000000001,0.586,-0.22,0.498,0.6629999999999999,0.648,1.06,1.65,1.548,0.005,-0.575,-0.39399999999999996,-0.325,-0.5429999999999999,train
-0.986,-1.236,-1.2309999999999999,0.192,0.551,-0.718,0.631,-0.261,0.867,-1.3219999999999998,-0.51,1.771,2.144,0.5770000000000001,0.519,-0.237,-0.966,0.872,0.648,1.06,-0.032,0.7979999999999999,0.9790000000000001,-0.745,-0.355,-1.2830000000000001,-0.688,train
0.166,0.304,-0.531,0.628,0.348,-0.665,0.622,-0.361,0.871,-1.3090000000000002,-0.585,0.909,2.144,0.31,0.522,-0.131,0.033,0.6859999999999999,0.648,1.06,-0.726,0.28,0.633,-0.7140000000000001,-0.379,-0.008,0.564,train
-0.063,0.166,-0.1,-0.41100000000000003,0.064,-0.392,0.63,-0.726,0.8909999999999999,0.8,-0.51,0.89,4.67,-0.514,0.36200000000000004,-0.265,-0.052000000000000005,0.677,0.648,1.06,-0.154,-0.5660000000000001,-0.629,-0.603,-0.39,-0.09300000000000001,0.439,train
0.23399999999999999,0.6509999999999999,-0.308,-0.028999999999999998,-0.782,-0.11199999999999999,0.627,-0.835,0.87,1.079,-0.38,0.624,1.2919999999999998,-0.9179999999999999,0.326,-0.27,0.21899999999999997,-0.006,0.648,1.06,-0.171,-0.778,0.087,-0.5479999999999999,-0.315,-0.027000000000000003,0.71,train
0.45299999999999996,0.608,0.599,0.171,-0.82,0.18600000000000003,0.623,-0.955,0.89,1.088,-0.185,0.48,1.291,-0.638,0.28600000000000003,-0.17800000000000002,0.594,-0.33,0.648,1.06,0.6609999999999999,0.11900000000000001,0.6629999999999999,-0.435,-0.315,0.5,0.475,train
0.9470000000000001,1.082,0.109,0.562,-0.523,0.20800000000000002,0.612,-0.597,0.895,0.214,-0.16899999999999998,0.095,-0.247,-0.638,0.35200000000000004,0.001,0.848,-0.053,0.648,1.06,0.13,0.17300000000000001,0.993,-0.45,-0.203,1.018,0.531,train
1.024,0.755,-0.087,0.611,0.212,0.312,0.625,-0.344,0.8909999999999999,-1.314,0.003,0.142,-0.45899999999999996,0.37200000000000005,0.38799999999999996,-0.196,0.7509999999999999,0.07200000000000001,0.648,1.06,-0.35100000000000003,-0.9,0.446,-0.342,-0.17600000000000002,0.772,0.9009999999999999,train
1.048,0.8440000000000001,0.134,0.312,0.319,0.606,0.608,-0.013000000000000001,0.8809999999999999,-1.3159999999999998,0.152,0.436,-0.456,0.154,0.503,-0.5329999999999999,0.629,-0.414,0.648,1.06,0.22399999999999998,-0.643,0.28600000000000003,-0.244,-0.162,0.857,0.784,train
1.252,1.255,0.26899999999999996,0.59,0.318,0.606,0.626,0.22399999999999998,0.883,-1.317,0.256,0.768,-0.452,0.44,0.731,-0.217,0.9640000000000001,-0.355,0.648,1.06,0.163,-0.616,0.821,-0.151,-0.081,1.335,1.198,train
1.102,1.205,0.909,0.8340000000000001,0.318,0.907,0.617,0.54,0.875,-1.3159999999999998,0.22899999999999998,0.48100000000000004,-0.456,1.055,0.657,-0.192,1.409,-0.25,0.648,1.06,0.8290000000000001,-0.19699999999999998,0.779,-0.064,-0.081,1.3769999999999998,1.082,train
0.682,0.8270000000000001,0.439,0.617,0.7190000000000001,0.934,0.621,0.584,0.873,-1.091,0.225,1.227,-0.45399999999999996,0.38799999999999996,0.75,-0.008,0.691,0.612,0.648,1.06,0.6609999999999999,-0.45899999999999996,0.201,0.067,0.022000000000000002,0.45899999999999996,1.0979999999999999,train
0.8290000000000001,1.003,0.228,1.015,0.39299999999999996,0.79,0.63,0.319,0.8740000000000001,0.7979999999999999,0.048,1.001,-0.456,0.213,0.679,-0.198,0.956,0.386,0.648,1.06,0.382,0.301,1.129,0.05,0.087,0.825,1.182,train
0.996,1.5,0.256,1.321,0.29100000000000004,0.7240000000000001,0.624,0.22899999999999998,0.8740000000000001,-1.317,-0.175,1.1079999999999999,-0.457,0.451,0.575,-0.489,1.475,-0.392,0.648,1.06,0.303,-0.20800000000000002,1.0490000000000002,0.08,0.11900000000000001,1.2690000000000001,1.5119999999999998,train
-0.05,-0.10300000000000001,1.827,0.41100000000000003,0.45799999999999996,0.654,-3.573,-0.774,-5.534,-1.3159999999999998,-0.242,0.813,-0.45899999999999996,0.9259999999999999,0.302,-4.306,0.9620000000000001,-3.8339999999999996,0.648,1.06,1.203,1.614,0.373,0.10300000000000001,0.215,0.504,0.41,train
-1.198,-1.6380000000000001,-0.462,-0.78,0.625,-0.24,0.614,-1.291,0.885,-1.317,-0.43200000000000005,-0.079,-0.45399999999999996,1.258,0.131,-0.495,-1.105,0.294,0.648,1.06,0.941,0.8320000000000001,-0.9329999999999999,-0.171,0.215,-1.2409999999999999,-1.3969999999999998,train
-0.479,-0.711,-1.893,0.16899999999999998,0.836,-0.457,0.621,-1.119,0.8640000000000001,-1.318,-0.509,0.366,-0.45299999999999996,1.281,-0.15,-0.273,-0.6970000000000001,1.4569999999999999,0.648,1.06,-1.27,-0.008,0.073,-0.304,0.141,-0.633,-0.665,train
-0.585,-0.9520000000000001,-1.966,0.16899999999999998,0.836,-0.38299999999999995,0.622,-1.0979999999999999,0.8809999999999999,-1.317,-0.542,0.408,-0.457,0.674,-0.384,0.563,-0.677,0.41200000000000003,0.648,0.91,-1.337,1.2919999999999998,0.242,-0.35700000000000004,0.113,-0.767,-0.636,train
0.086,0.162,-0.608,0.537,0.5579999999999999,-0.631,0.627,-0.769,0.878,-1.318,-0.743,1.0659999999999998,-0.455,0.674,-0.413,-0.303,-0.513,0.036000000000000004,0.648,0.91,-1.037,0.364,0.713,-0.377,0.099,-0.405,0.107,train
-1.239,-1.564,0.42700000000000005,0.040999999999999995,0.69,-0.507,0.624,-1.1340000000000001,0.8740000000000001,-1.318,-0.767,1.02,-0.46,0.7509999999999999,-0.466,-0.37200000000000005,-0.7979999999999999,-0.34,0.648,0.835,1.004,1.6030000000000002,0.28,-0.406,0.075,-1.192,-1.278,train
-1.358,-1.666,-0.126,0.48,0.69,-0.852,0.624,-1.0170000000000001,0.894,-1.318,-0.75,0.725,-0.457,1.3940000000000001,-0.47200000000000003,-0.336,-1.021,-0.6759999999999999,0.648,0.835,-0.276,1.7919999999999998,0.305,-0.425,0.075,-1.335,-1.723,train
-0.281,-0.721,-1.621,0.49200000000000005,1.161,-1.091,0.616,-0.018000000000000002,0.887,-1.318,-0.7290000000000001,0.6409999999999999,-0.45799999999999996,1.607,-0.6459999999999999,-0.5539999999999999,-0.927,-0.745,0.648,0.835,-1.013,0.91,1.037,-0.51,0.024,-0.585,-0.777,train
0.113,0.159,-1.943,0.5770000000000001,1.272,-0.925,0.613,0.677,0.887,-1.318,-0.625,0.27899999999999997,-0.456,1.587,-0.451,-0.256,-0.652,-0.7490000000000001,0.648,0.835,-1.505,0.174,0.75,-0.524,-0.035,-0.017,-0.382,train
-0.026000000000000002,-0.013000000000000001,-0.408,0.616,1.4280000000000002,-0.691,0.613,0.78,0.8759999999999999,-1.318,-0.574,0.10400000000000001,-0.46,1.308,-0.391,0.21600000000000003,-0.21600000000000003,-0.057,0.648,0.835,-0.385,1.464,0.22699999999999998,-0.563,-0.065,-0.5,-0.046,train
0.33,0.319,0.54,0.7240000000000001,1.148,-0.8640000000000001,0.608,0.7,0.84,-1.3219999999999998,-0.858,0.264,-0.455,1.101,-0.14800000000000002,0.08800000000000001,-0.11800000000000001,0.905,0.648,0.835,0.14300000000000002,-0.09,0.304,-0.544,-0.11599999999999999,-0.27899999999999997,0.9329999999999999,train
0.036000000000000004,0.147,1.225,-0.21,0.39,-0.5760000000000001,-1.554,0.83,1.117,-1.314,-0.787,0.7559999999999999,-0.45799999999999996,-0.121,-0.192,-2.173,-0.027999999999999997,-1.9180000000000001,0.648,0.835,1.3359999999999999,-0.94,-0.6970000000000001,-0.374,-0.11599999999999999,-0.121,0.086,train
-1.01,-0.524,-0.21,-0.7879999999999999,0.39,0.044000000000000004,0.455,0.7090000000000001,1.13,-1.32,-0.33299999999999996,1.192,-0.45899999999999996,-0.932,-0.29600000000000004,-0.297,-0.166,-0.193,0.534,0.835,0.175,-1.138,-1.617,-0.187,-0.052000000000000005,-0.254,-0.36700000000000005,train
-2.37,-1.7890000000000001,-0.509,-2.6239999999999997,-1.319,0.044000000000000004,0.442,-0.445,1.1440000000000001,1.516,0.599,1.6380000000000001,-0.45899999999999996,-2.22,-0.545,-0.15,-0.174,0.013999999999999999,0.486,0.835,-0.898,-0.534,-2.7510000000000003,0.071,0.054000000000000006,0.10400000000000001,-0.499,train
-2.78,-1.412,0.643,-2.8280000000000003,-2.191,1.2819999999999998,-3.573,-0.547,-5.534,1.516,1.6059999999999999,1.993,-0.46,-2.546,-0.7659999999999999,-4.496,0.35700000000000004,-4.0489999999999995,0.419,0.835,0.031,1.4469999999999998,-3.202,0.188,0.106,0.604,-1.785,train
-1.288,-1.574,-2.5580000000000003,-0.6859999999999999,0.6609999999999999,-2.206,0.344,-1.188,0.71,0.098,1.3419999999999999,-0.632,-0.457,1.4580000000000002,-2.103,0.662,-2.654,0.32899999999999996,0.19,0.475,-2.5669999999999997,0.048,-0.812,-1.9909999999999999,-0.431,-1.1640000000000001,-1.466,train
0.267,-0.254,-2.15,0.145,0.6990000000000001,-2.136,0.34700000000000003,0.5870000000000001,0.679,-1.3159999999999998,1.034,-0.363,-0.45399999999999996,1.4580000000000002,-1.882,1.305,-1.0090000000000001,0.583,0.247,0.35700000000000004,-2.225,0.10400000000000001,-0.013999999999999999,-1.631,-0.708,-0.031,-1.3980000000000001,train
0.5329999999999999,0.20199999999999999,-2.521,-0.006999999999999999,0.516,-1.21,1.45,1.639,0.738,-0.534,0.86,-0.11699999999999999,-0.45899999999999996,-0.135,-0.28600000000000003,1.265,-0.19399999999999998,0.993,0.304,0.273,-1.936,-1.137,-0.40299999999999997,-1.266,-0.638,0.09,0.441,train
